"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"npw8-6cq9","FOIA Request Log - Cultural Affairs - Historical","dataset","FOIA requests received by Cultural Affairs from May 1, 2010 -  December 31, 2010;  for requests made after January 1, 2011, see Cultural Affairs & Special Events FOIA Request Log at https://data.cityo","2017-02-02T21:16:08.000Z",1858,"FOIA"
"5sc6-ey97","COVID-19 Vaccination Coverage, Region (HCEZ)","dataset","NOTE: This dataset replaces a previous one. Please see below.

Chicago residents who are up to date with COVID-19 vaccines by Healthy Chicago Equity Zone (HCEZ), based on the reported address, race-et","2026-05-21T04:07:40.000Z",1856,"Health & Human Services"
"r4sn-xuj8","Chicago Public Schools - Charter School Preference Boundaries SY1617","map","Preference boundaries for selected charter schools in the Chicago Public Schools district for school year 2016-2017. As opposed to elementary or high school attendance boundaries wherein each residing","2024-11-13T17:45:25.000Z",1854,"Education"
"qqpi-6qwj","Public Health Department Events - For Seniors","filter","List of public events sponsored by the Chicago Department of Public Health","2026-05-24T15:13:02.000Z",1851,"Events"
"2mtu-ysnw","Lobbyist Data - Historical - Lobbyist Termination Report - 2010","dataset","All lobbyist termination fillings submitted to the Board of Ethics and electronically transcribed by Board of Ethics employees during the 2010 reporting period. / 
When a lobbyist terminates all acti","2015-10-23T20:58:42.000Z",1851,"Ethics"
"y3yv-5r2r","Chicago Public Schools - School Admissions Information SY2122","dataset","School admissions information for all Chicago Public Schools for the academic year 2021-2022. Each row is a program, and a program can appear multiple times if it belongs to more than one program_grou","2022-09-18T22:35:07.000Z",1847,"Education"
"e464-q2xf","COVID-19 Vaccination New Age Groups - 6/9/2021","story","New age groups in COVID-19 vaccination datasets.","2026-03-26T22:51:23.474Z",1846,"Health & Human Services"
"bv6n-449d","Chicago Public Schools - High School Attendance Boundaries SY1819","map","Attendance boundaries for high schools in the Chicago Public Schools district for school year 2018-2019. Generally, all students in the applicable high school grades who live within one of these bound","2024-04-24T18:50:37.000Z",1843,"Education"
"7g62-yrf5","Performance Metrics - Public Health - Immunization Program - Monthly Vaccine Distribution","dataset","Vaccines have been touted as one of the 10 great public health achievements of the last decade. Currently, 18 diseases can be prevented by vaccines. The current childhood vaccination schedule is estim","2020-12-17T15:39:23.000Z",1835,"Administration & Finance"
"uvy2-xbnp","Performance Metrics - Public Health - School-Based Oral Health Programming","dataset","The Chicago Department of Public Health contracts with licensed dentists to provide and the Chicago Public Schools' students a dental exam/screening, a dental cleaning, a fluoride varnish treatment an","2017-06-12T20:18:51.000Z",1831,"Administration & Finance"
"uava-8jbh","Performance Metrics - Family & Support Services - Workforce Services Monthly Utilization","dataset","This metric tracks workforce employment services including basic services, skills training and job placement per month. DFSS provides workforce development services to low income adults, dislocated wo","2023-08-14T15:37:20.000Z",1830,"Administration & Finance"
"abk6-gwwr","Chicago Public Schools - Elementary School Attendance Boundaries SY1920","dataset","Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2019-2020. Generally, all students in the applicable elementary school grades who live within one of","2019-11-20T22:12:16.000Z",1830,"Education"
"57s6-wkzs","FOIA Request Log - Graphics and Reproduction Center - Historical","dataset","FOIA requests received by the Graphics and Reproduction Center from May 1, 2010 - December 31, 2010; for requests made January 1, 2011 or later, see https://data.cityofchicago.org/FOIA/FOIA-Request-Lo","2017-02-02T21:30:33.000Z",1829,"FOIA"
"3ixc-ga97","Vaccine Doses by ZIP Code - Bivalent","map","NOTE, 3/30/2023: We have added columns for bivalent (updated) doses to this dataset. We have also added age group columns for 0-17 and 18-64 and stopped updating the 5+ and 12+ columns, although previ","2023-12-13T17:30:37.000Z",1823,"Health & Human Services"
"2w3t-v2um","Performance Metrics - Housing & Economic Development - Small Business Improvement Fund (SBIF)","dataset","The Small Business Improvement Fund (SBIF) program uses Tax Increment Financing (TIF) revenues to help owners of commercial and industrial properties within specific TIF districts to repair or remodel","2019-03-21T20:08:04.000Z",1822,"Administration & Finance"
"ih7d-9yh4","Chicago Energy Benchmarking - 2016 Data Reported in 2017 - Map","map","The Chicago Building Energy Use Benchmarking Ordinance calls on existing municipal, commercial, and residential buildings larger than 50,000 square feet to track whole-building energy use, report to t","2025-02-27T21:13:55.000Z",1819,"Environment & Sustainable Development"
"4qtf-5nmn","Street Sweeping - 2015 - April-May - Map","map","Street sweeping zones by Ward and Ward Section Number. The zones are the same as those used in 2014. For the corresponding schedule, see https://data.cityofchicago.org/d/waad-z968. Because the City of","2024-04-24T18:47:25.000Z",1817,"Sanitation"
"ie4n-kauq","Chicago Department of Public Health STI Specialty Clinic Locations","filter","City of Chicago Mental Health, Sexually Transmitted Infection (STI) Specialty, and Women Infant Children (WIC) clinic locations, hours of operation and contact information.","2025-01-31T02:33:25.000Z",1817,"Health & Human Services"
"7ray-xvet","Performance Metrics - Buildings - Time to Issue Easy Permits","dataset","The Easy Permit Process allows home and building owners to obtain a permit to repair or replace the same or existing elements of a building, without making any changes to the structure of the building","2014-08-04T20:45:42.000Z",1811,"Administration & Finance"
"n7f2-e2kq","COVID-19 - Vaccinations by Region, Age, and Race-Ethnicity - Historical","dataset","NOTE: This dataset has been retired and marked as historical-only. The recommended dataset to use in its place is https://data.cityofchicago.org/Health-Human-Services/COVID-19-Vaccination-Coverage-Reg","2023-12-13T18:18:37.000Z",1811,"Health & Human Services"
"hybd-quwr","Performance Metrics - Transportation - Stop Sign Out","dataset","Due to vehicular accidents, theft and normal wear and tear, City stop signs occasionally need to be replaced or repaired.  The Department of Transportation (CDOT) responds to damaged or missing stop s","2014-05-01T03:17:58.000Z",1809,"Administration & Finance"
"rz35-e7j4","Total Activity by Fiscal Year","filter","","2025-01-15T15:50:36.000Z",1805,"Community & Economic Development"
"nphj-5zur","811 Chicago Utility Hit Tickets","dataset","Chicago Department of Transportation (CDOT), Division of Infrastructure Management (DIM), operates Chicago’s “One Call” service—known as “<a href=""https://ipi.cityofchicago.org/digger"">811 Chicago</a>","2026-05-24T07:22:51.000Z",1804,"Transportation"
"xsqd-pshg","Public Passenger Vehicle Licenses - Charter Sightseeing Only","filter","A public passenger vehicle is a vehicle used for the transportation of passengers for hire by a public chauffeur. This filtered view contains only licensed taxicabs.  The dataset of public passenger v","2026-05-22T21:01:54.000Z",1798,"Community & Economic Development"
"xt59-6riu","Chicago Public Schools - Elementary Geographic Networks - Map","map","Map of Elementary Geographic Networks.","2025-09-29T21:54:01.000Z",1780,"Education"
"6uah-qehh","Libraries - 2011 Computer Sessions by Location","dataset","The Chicago Public Library offers one-hour computer sessions and 15-minute computer sessions. The Chicago Public Library opened four new locations in 2011: Greater Grand Crossing (4/23/11); Dunning (5","2012-01-18T03:19:09.000Z",1765,"Education"
"cz6y-brv6","TIF Balance Sheets - Central Loop","filter","Combined statements of revenues, expenditures, and changes in fund balances for the year ending December 31, 2009.","2025-02-28T21:19:49.000Z",1750,"Community & Economic Development"
"gthm-mv9y","Chicago Park District Activities - Search","story","","2024-10-21T15:42:00.175Z",1749,NA
"f2hb-mxv5","Street Sweeping Zones - 2022","dataset","Street sweeping zones by Ward and Ward Section Number. For the corresponding schedule, see https://data.cityofchicago.org/d/qer6-y2uu

For more information about the City's Street Sweeping program, ","2022-03-31T17:49:25.000Z",1747,"Sanitation"
"er3q-e4ek","Libraries - 2022 Circulation by Location","dataset","Circulation figures include new checkouts, renewals, downloadable media, Talking Book and Braille downloadable materials. Chicago Public Library consists of the Harold Washington Library Center, Sulze","2023-03-02T14:43:13.000Z",1743,"Education"
"c576-j7vj","Flu Shot Locations - 2014 - Present - 2018-2019 Season","filter","List of free flu clinics offered throughout Chicago, either by the Department of Public Health or in collaboration with it.

Unlike older versions of the flu shot datasets, this one combines multipl","2025-01-28T22:07:03.000Z",1736,"Health & Human Services"
"337m-mza5","Libraries - 2023 Computer Sessions by Location","dataset","The Chicago Public Library offers one-hour computer sessions and 15-minute computer sessions. Chicago Public Library consists of the Harold Washington Library Center, Sulzer, Legler and Woodson region","2024-01-18T18:30:45.000Z",1734,"Education"
"wkiz-8iya","Chicago Public Schools - School Progress Reports SY1718","dataset","2017 school progress report ratings for all Chicago Public Schools.","2019-04-23T01:30:39.000Z",1728,"Education"
"6tbx-h7y2","Budget - 2021 Budget Ordinance - Appropriations","dataset","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1.

This","2021-04-05T16:08:04.000Z",1727,"Administration & Finance"
"qusp-ve3r","BR1001","filter","Violations issued by the Department of Buildings in the City of Chicago from 2006 to the present. The dataset contains more than 1 million records/rows of data and cannot be viewed in full in Microsof","2026-05-24T06:59:09.000Z",1727,"Buildings"
"bk6j-nu5x","Libraries - 2017 Visitors by Location","dataset","The Chicago Public Library consists of the Harold Washington Library Center, Sulzer and Woodson regional libraries and over 70 neighborhood branches. Many locations experience sporadic emergency closu","2018-01-29T16:52:02.000Z",1723,NA
"2xzi-ym2q","Christmas Tree Recycling Locations 2014 - Map","map","Locations provided by the city to recycle Christmas trees from January 4 through January 18, 2014. For more information, see http://www.cityofchicago.org/city/en/depts/streets/provdrs/streets_san/news","2025-02-20T14:58:38.000Z",1718,"Environment & Sustainable Development"
"4wd4-waus","Budget - 2016 Budget Ordinance - Appropriations - Graph","chart","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1. This da","2025-02-20T15:00:54.000Z",1715,"Administration & Finance"
"tf32-rk4u","Buildings","dataset","OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view o","2024-11-13T17:45:22.000Z",1714,"Buildings"
"cpc6-pxmp","Libraries - 2016 Visitors by Location","dataset","The Chicago Public Library has more than 70 locations. The Chicago Public Library consists of the Harold Washington Library Center, Sulzer and Woodson regional libraries and over 70 neighborhood branc","2017-01-13T17:15:09.000Z",1710,NA
"rbcw-eizr","Public Passenger Vehicle Licenses - Medicars Only","filter","A public passenger vehicle is a vehicle used for the transportation of passengers for hire by a public chauffeur. This filtered view contains only licensed taxicabs.  The dataset of public passenger v","2026-05-22T21:01:54.000Z",1704,"Community & Economic Development"
"cjdh-ffxb","Chicago Public Schools - Middle School Attendance Boundaries SY1011","map","Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2010-2011. Note: only 35 middle schools have attendance boundaries in school year 2010-2011. Middle scho","2024-04-24T18:48:17.000Z",1703,"Education"
"v6r6-kki9","Flu Shot Locations - Calendar","calendar","Calendar view of free flu clinics offered throughout Chicago, either by the Department of Public Health or in collaboration with it.","2021-09-29T18:27:43.000Z",1700,"Health & Human Services"
"yfns-6ztj","Health Alert Network Alerts","dataset","Public alerts for the Chicago Department of Public Health's (CDPH) <a href=""https://www.chicagohan.org/"">Health Alert Network (HAN)</a>. 

The HAN provides CDPH with the capacity for quick, efficient,","2026-05-22T16:51:27.000Z",1699,"Health & Human Services"
"44ph-3azf","Boundaries - Industrial Corridors (deprecated December 2012)","map","Industrial corridors in Chicago that were effective through December 2012. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web brow","2024-04-24T18:48:12.000Z",1696,"Community & Economic Development"
"g5wi-brhg","Lending Equity - Depository Locations","dataset","Pursuant to the City of Chicago <a href=""https://chicago.legistar.com/LegislationDetail.aspx?ID=4994405&GUID=F8A03263-48F8-49BF-94B5-13AB94F33B02&Options=Advanced&Search="">Municipal Code</a>, certain ","2025-12-15T16:21:16.000Z",1680,"Administration & Finance"
"uuzd-3ff5","Lobbyist Data - Lobbyists by Name - 2013","filter","All lobbyist registration filings submitted to the Board of Ethics beginning with the 2012 reporting period. / All lobbyists must register with the City of Chicago Board of Ethics by filing a Statemen","2025-01-15T17:51:42.000Z",1678,"Ethics"
"azwk-fxgp","Chicago Public Schools - High School Attendance Boundaries SY1314","map","Attendance boundaries for high schools in the Chicago Public Schools district for school year 2013-2014. Generally, all students in the applicable high school grades who live within one of these bound","2024-04-24T18:51:46.000Z",1677,"Education"
"spus-59r8","CTA - Performance - Unscheduled Days Off","dataset","This report shows unscheduled absences for bargained for employees in the CTA’s Rail and Bus divisions.  Unscheduled absences reflected in this report include Sick, FMLA, IOD, and AWOLs only.  It no l","2013-07-25T19:39:04.000Z",1676,"Transportation"
"pvm2-bd2i","Lobbyist Data - Expenditures - Hosting","dataset","Every expense made during the reporting period for the benefit of an official or employee of the City.  These are different from other expenses or gifts -- other datasets in this series. These expense","2026-04-21T09:27:13.000Z",1675,"Ethics"
"acyp-2sus","Chicago Public Schools - Elementary School Attendance Boundaries SY1617","map","Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2016-2017. Generally, all students in the applicable elementary school grades who live within one of","2024-04-24T18:51:38.000Z",1669,"Education"
"2cgx-fb86","Street Sweeping - 2015 - May-November - Map","map","Street sweeping zones by Ward and Ward Section Number.  For the corresponding schedule, see https://data.cityofchicago.org/id/ggci-kynu. Because the City of Chicago ward map will change on May 18, 201","2024-04-24T18:51:30.000Z",1667,"Sanitation"
"csdp-679b","Halloweek On the Block 2023 - Map","map","Map of Halloweek 2023 events.","2023-10-02T21:15:08.000Z",1666,"Events"
"nfdw-3y3r","COVID-19 Daily Rolling Average Chicago Case Rates by Race/Ethnicity - Historical","chart","This dataset on which this chart depends is historical only and ends at 5/17/2024. Date is the end date of a seven-day window over which the number of daily cases is averaged before using population t","2024-05-24T20:07:12.000Z",1664,"Health & Human Services"
"v7gx-e2v6","Financial Incentive Projects - TIF Works","dataset","TIFWorks data includes all projects that have been completed and received a grant payment since January, 2011. TIFWorks stimulates business success by funding workforce-training costs for companies lo","2026-03-25T19:55:11.000Z",1663,"Community & Economic Development"
"7stf-9xe9","TIF Balance Sheets - Elston/Armstrong Industrial Corridor","filter","Combined statements of revenues, expenditures, and changes in fund balances for the year ending December 31, 2009.","2025-02-28T21:18:19.000Z",1659,"Community & Economic Development"
"vqj9-rmbv","Performance Metrics - Innovation & Technology - Zoning Map Website Availability","dataset","The Zoning Map website is an interactive mapping site that allows users to determine the zoning classification for any area of the City. The percentage of the Zoning map website uptime, the amount of ","2011-09-27T23:31:07.000Z",1657,"Administration & Finance"
"7d6j-msbg","Budget - 2017 Budget Ordinance - Positions and Salaries - Graph","chart","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2017.
","2025-02-20T15:07:41.000Z",1655,"Administration & Finance"
"hbxj-emdi","Budget - 2018 Budget Ordinance - Positions and Salaries - Graph","chart","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2018.
","2025-02-20T15:25:29.000Z",1651,"Administration & Finance"
"q93p-dagd","Performance Metrics - Chicago Park District - Comptroller Accounts Payable Aging","dataset","The Office of the Comptroller consists of four divisions that provide financial services to the Parks: General Accounting, Accounts Payable, Accounts Receivable, Payroll and Quality Control. The data ","2012-07-03T20:50:20.000Z",1647,"Administration & Finance"
"ebev-5uxp","Daily Chicago COVID-19 Tests - Historical","chart","This dataset on which this chart depends is historical only and ends at 5/17/2024. 

Does not include tests with unknown date.

Note that because of delayed reporting, counts from recent dates are","2024-05-24T19:44:15.000Z",1641,"Health & Human Services"
"4t5u-cj3n","Lending Equity - Commercial and Consumer Lending","dataset","Pursuant to the City of Chicago <a href=""https://chicago.legistar.com/LegislationDetail.aspx?ID=4994405&GUID=F8A03263-48F8-49BF-94B5-13AB94F33B02&Options=Advanced&Search="">Municipal Code</a>, certain ","2025-12-15T16:22:42.000Z",1639,"Administration & Finance"
"45vp-dxnc","Budget - 2024 Budget Ordinance - Appropriations - Graph","chart","2024 Budget Ordinance - Appropriations bar chart by department.","2024-12-23T23:00:22.000Z",1636,"Administration & Finance"
"hd3j-d2mr","Libraries - 2024 Computer Sessions by Location","dataset","The Chicago Public Library offers one-hour computer sessions and 15-minute computer sessions. Chicago Public Library consists of the Harold Washington Library Center, Sulzer, Legler and Woodson region","2025-01-27T18:19:51.000Z",1636,"Education"
"e8pn-d8ma","CTA - Performance - Chart of Bus Runs Held Due to Absenteeism (2011, Jan-Aug)","chart","This dataset shows bus runs held unfulfilled as a result of absenteeism. Absent, in this context, indicates unscheduled days off work. Note: Total does not include bus hold-ins caused by absenteeism r","2025-02-20T15:18:52.000Z",1635,"Transportation"
"trbi-sxx5","Budget - 2022 Budget Ordinance - Appropriations - Graph","chart","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1.

This","2021-11-02T18:24:44.000Z",1633,"Administration & Finance"
"kes6-wskt","Performance Metrics - Chicago Park District - Natural Resources Recycling","dataset","The Department of Natural Resources (CDNR) was created in 2001 and is responsible for ensuring the quality of the district's 7,300 acres of land. Through enhanced landscape management, staff training ","2012-09-07T19:21:27.000Z",1632,"Administration & Finance"
"vsjh-srkd","Performance Metrics - Transportation - Sidewalk Survey","filter","When moisture seeps into pavement, it expands when it freezes and contracts when it thaws.  This flexing of the pavement, combined with the melted water and the stress of vehicular traffic, causes pav","2024-10-01T15:52:42.000Z",1632,"Administration & Finance"
"up7z-t43p","311 Service Requests - Alley Lights Out - No Duplicates","filter","Note: This filtered view shows only those service requests from the underlying dataset that are not marked as duplicates. -- This dataset contains all open 311 reports of one or more lights out on a w","2025-01-28T23:36:40.000Z",1625,"Service Requests"
"2tsv-5s43","Lending Equity - Savings and Checking Accounts","dataset","Pursuant to the City of Chicago <a href=""https://chicago.legistar.com/LegislationDetail.aspx?ID=4994405&GUID=F8A03263-48F8-49BF-94B5-13AB94F33B02&Options=Advanced&Search="">Municipal Code</a>, certain ","2025-12-15T16:23:22.000Z",1623,"Administration & Finance"
"cq77-wjic","Budget - 2017 Budget Recommendations - Positions and Salaries - Budgeted Salaries by Department - Graph","chart","This dataset includes recommended positions and salaries for 2017 by title (without names) and salary. The dataset is excerpted from the 2017 Budget Recommendations, which is the line-item budget prop","2025-02-20T15:16:57.000Z",1619,"Administration & Finance"
"vbsw-zws8","Taxi Trips - 2018","filter","Taxi trips reported to the City of Chicago in its role as a regulatory agency.  To protect privacy but allow for aggregate analyses, the Taxi ID is consistent for any given taxi medallion number but d","2025-01-15T18:47:09.000Z",1617,"Transportation"
"p7vg-d3t2","Budget - 2024 Budget Ordinance - Positions and Salaries - Chart","chart","2024 Budget Ordinance - Positions and Salaries bar chart by department.","2024-12-23T22:51:55.000Z",1610,"Administration & Finance"
"wsd3-7jd9","Flu Shot Locations - 2014 - Present - 2019-2020 Season","filter","List of free flu clinics offered throughout Chicago for the 2019-2020 flu season, either by the Department of Public Health or in collaboration with it.

Limited amounts of high-dose flu vaccines fo","2025-02-28T21:25:08.000Z",1610,"Health & Human Services"
"bwum-4mhg","Chicago Public Schools - High School Attendance Boundaries SY1617","map","Attendance boundaries for high schools in the Chicago Public Schools district for school year 2016-2017. Generally, all students in the applicable high school grades who live within one of these bound","2024-04-24T18:52:02.000Z",1609,"Education"
"bcxr-hcft","TIF Balance Sheets - Englewood Neighborhood","filter","Combined statements of revenues, expenditures, and changes in fund balances for the year ending December 31, 2009.","2025-02-28T21:19:20.000Z",1607,"Community & Economic Development"
"v2a6-nxhe","Chicago Park District: Movies in the Parks 2015","dataset","List of all Movies in the Parks events. This list is a one-time upload and cancellations will not be updated.  Please visit the Chicago Park District website or call the Movies in the Parks hotline at","2025-05-01T15:45:08.000Z",1602,"Parks & Recreation"
"tqz9-np87","Public Health Department Events - Conference","filter","List of public events sponsored by the Chicago Department of Public Health","2026-05-24T15:13:02.000Z",1600,"Events"
"6shx-5t7r","Budget - 2023 Budget Recommendations - Appropriations - Graph","chart","2023 Budget Recommendations - Appropriations bar chart by department.","2022-11-14T19:04:48.000Z",1592,"Administration & Finance"
"3ugc-mk8r","Libraries - 2024 Holds Filled by Location","dataset","This data is for materials pulled to fulfill patron holds. Chicago Public Library consists of the Harold Washington Library Center, Sulzer, Legler and Woodson regional libraries and over 70 neighborho","2025-01-27T18:22:19.000Z",1587,"Education"
"2b95-49n9","Chicago Energy Benchmarking - Covered Buildings - Map","map","This map is an an old format. For a better user experience, we recommend using https://data.cityofchicago.org/d/hpv9-sp6k, instead.

The full list of buildings required to comply with the Chicago En","2025-03-14T23:29:16.000Z",1582,"Environment & Sustainable Development"
"hcqe-be23","Libraries - 2021 Computer Sessions by Location","dataset","The Chicago Public Library offers one-hour computer sessions and 15-minute computer sessions. Chicago Public Library consists of the Harold Washington Library Center, Sulzer, Legler and Woodson region","2022-01-24T20:26:58.000Z",1579,"Education"
"eyk2-dyuq","Budget - 2017 Budget Recommendations - Appropriations","dataset","The dataset details 2017 Budget Recommendations, which is the line-item budget document proposed by the Mayor to the City Council for approval. Budgeted expenditures are identified by department, appr","2016-10-11T17:03:52.000Z",1574,"Administration & Finance"
"s8ex-k8k4","Public Health Department Events - Care Van","filter","List of public events sponsored by the Chicago Department of Public Health","2026-05-24T15:13:02.000Z",1570,"Events"
"9up3-ycip","TIF District Programming - 2020-2024","dataset","This dataset contains amounts shown in the TIF District Programming 2020-2024 reports as well as from 2025 through the planned expiration of each TIF district. The report and corresponding dataset sho","2020-11-12T22:31:14.000Z",1567,"Community & Economic Development"
"6nh2-a6iq","Libraries - 2021 Wi Fi Usage","dataset","The Chicago Public Library offers free WiFi at all locations. Chicago Public Library consists of the Harold Washington Library Center, Sulzer, Legler and Woodson regional libraries and over 70 neighbo","2022-01-24T20:19:59.000Z",1560,"Education"
"ukkz-mip9","Budget - 2018 Budget Recommendations - Appropriations","dataset","The dataset details 2018 Budget Recommendations, which is the line-item budget document proposed by the Mayor to the City Council for approval. Budgeted expenditures are identified by department, appr","2017-10-18T16:15:53.000Z",1558,"Administration & Finance"
"dx35-pw2w","Unspoken Mental Health Resource Finder - Historical","map","<b>NOTE: This map and the underlying dataset are no longer being updated but are being kept for historical reference.</b>

Map of the clinics in the CDPH Mental Health Resources Dataset","2025-07-03T17:59:08.000Z",1556,"Health & Human Services"
"cvn9-pbt9","Chicago Public Schools - School Locations SY1011","map","Locations of educational units in the Chicago Public School District for school year 2010-2011. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ","2024-04-24T18:50:25.000Z",1547,"Education"
"g5vx-5vqf","Flu Shot Clinic Locations - 2013","dataset","List of Chicago Department of Public Health free flu clinics offered throughout the city. For more information about the flu, go to http://bit.ly/9uNhqG.","2013-09-30T21:01:29.000Z",1544,"Health & Human Services"
"4ahk-egei","Budget - 2018 Budget Recommendations - Positions and Salaries - Chart","chart","This dataset includes recommended positions and salaries for 2018 by title (without names) and salary. The dataset is excerpted from the 2018 Budget Recommendations, which is the line-item budget prop","2025-02-20T15:00:12.000Z",1543,"Administration & Finance"
"72uz-ikdv","Tax Increment Financing (TIF) Annual Report - Projects","dataset","A list of all active or completed projects or programs in a Redevelopment Project Area during the Reporting Year.

For the detailed reports for each TIF district for each year, please see https://www.","2025-08-20T20:19:49.000Z",1542,"Community & Economic Development"
"cpva-49fs","Libraries - 2012 Holds Placed by Location","dataset","Patrons may place holds on desired materials either online or by contacting any CPL location.  In January all branch locations were closed on Monday, January 9, Monday, January 23 and Monday, January ","2023-05-18T15:28:13.000Z",1538,"Education"
"ru3t-7gty","Lobbyist Data - Historical - Lobbyist Termination Report","dataset","All lobbyist termination fillings submitted to the Board of Ethics beginning with the 2011 reporting period. / 
When a lobbyist terminates all activity that requires registration, the lobbyist must f","2015-10-23T20:57:58.000Z",1538,"Ethics"
"vcv6-95ym","CDPH Mental Health Resources (Deprecated November 2023)","dataset","OUTDATED. See the current data at https://data.cityofchicago.org/d/wust-ytyg.

This dataset was replaced in November 2023. It is retained as a deprecated / historical version because it contains addit","2023-11-15T23:02:07.000Z",1535,"Health & Human Services"
"bjmn-bz46","Budget - 2018 Budget Recommendations - Positions and Salaries","dataset","This dataset includes recommended positions and salaries for 2018 by title (without names) and salary. The dataset is excerpted from the 2018 Budget Recommendations, which is the line-item budget prop","2017-10-18T16:16:06.000Z",1534,"Administration & Finance"
"idq6-mjuz","Budget - 2018 Budget Recommendations - Appropriations - Graph","chart","The dataset details 2018 Budget Recommendations, which is the line-item budget document proposed by the Mayor to the City Council for approval. Budgeted expenditures are identified by department, appr","2025-02-20T15:27:01.000Z",1524,"Administration & Finance"
"snkf-esnw","311 Service Requests - Tree Trims - No Duplicates","filter","Note: This filtered view shows only those service requests from the underlying dataset that are not marked as duplicates. -- All open and completed tree trim requests made to 311 since January 1, 2011","2025-01-28T23:26:01.000Z",1523,"Service Requests"
"9xt4-tpk3","Change Notice: New ID in Employee Payroll Data (FMPS Payroll Costing) - 7/1/2025","story","Change in the values used for the EMPLOYEE DATASET ID column.","2025-07-09T20:29:59.375Z",1521,"Administration & Finance"
"2et2-5aw3","Pharmacy Status - Historical","dataset","This dataset is no longer being updated but is being kept for historical reference.

A list of pharmacies in Chicago and last known status (open or closed).","2025-06-13T22:32:19.000Z",1515,"Health & Human Services"
"sjp5-a3v5","Census Blocks","dataset","2000 Census block boundaries clipped to Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use ","2024-04-10T19:06:32.000Z",1514,"Facilities & Geographic Boundaries"
"67fg-x3xr","Performance Metrics - Business Affairs & Consumer Protection - Bed and Breakfast Establishment Licenses (1374)","filter","A Bed and Breakfast License is required to rent out rooms in a home to overnight guests, and to provide a breakfast meal.  Currently the performance target for processing Bed and Breakfast Licenses is","2025-10-06T11:01:42.000Z",1513,"Administration & Finance"
"nfp9-pxfv","Chicago Public Schools - School Admissions Information SY1819","dataset","School admissions information for all Chicago Public Schools for the academic year 2018-2019.","2020-01-07T23:15:07.000Z",1513,"Education"
"qb9t-akii","Budget - 2022 Budget Ordinance - Positions and Salaries - Chart","chart","The Annual Appropriation Ordinance is the final City operating budget as approved by the City Council. It reflects the City’s operating budget at the beginning of the fiscal year on January 1, 2022.
","2021-12-06T22:56:36.000Z",1503,"Administration & Finance"
"jnfh-6kgf","Libraries - 2023 Wi Fi Usage","dataset","The Chicago Public Library offers free WiFi at all locations. Chicago Public Library consists of the Harold Washington Library Center, Sulzer, Legler and Woodson regional libraries and over 70 neighbo","2024-01-18T18:22:26.000Z",1501,"Education"
"rgy2-2ae9","Libraries - 2011 Holds Placed by Location","dataset","Patrons may place holds on desired materials either online or by contacting any CPL location. The Chicago Public Library opened four new locations in 2011: Greater Grand Crossing (4/23/11); Dunning (5","2012-06-22T13:32:44.000Z",1498,"Education"
"35yf-6dy3","Public Health Statistics - Chlamydia cases among males aged 15-44 in Chicago, by year, 2000-2014 - Historical","dataset","Note: This dataset is historical only and STI surveillance data do not change once finalized. For the most recent STI data, please refer to the CDPH Health Atlas (chicagohealthatlas.org), the annual H","2022-02-03T23:21:35.000Z",1497,"Health & Human Services"
"rpfj-eb3a","Transportation Network Providers - Trips - 2018","filter","All trips, starting November 2018, reported by Transportation Network Providers (sometimes called rideshare companies) to the City of Chicago as part of routine reporting required by ordinance.

Cen","2025-01-15T15:42:22.000Z",1495,"Transportation"
"ard8-rcb7","Bike Routes (Deprecated January 2021)","dataset","OUTDATED. See the current data at https://data.cityofchicago.org/d/3w5d-sru8 -- Bike routes in Chicago.

This dataset is in a forma​​t for spatial datasets that is inherently tabular but allows for a ","2021-04-16T22:14:34.000Z",1492,"Transportation"
"6qik-a75t","Chicago Public Schools - School Locations SY1112","map","Locations of educational units in the Chicago Public School District for school year 2011-2012. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as ","2024-04-24T18:50:56.000Z",1490,"Education"
"jbh6-2bkt","COVID-19 Wastewater Detection - Timeline of Normalized_N1  for a Single Area","chart","Normalized_N1 values for the same site over time.","2025-03-26T22:23:15.000Z",1490,"Health & Human Services"
