"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"ga6m-7k2i","Civic Census by Ward, Age and Gender","dataset","Ward-level tabulations of annual census counts of residents categorized by age group and gender. Ward boundaries can change over time. These results are based on the ward boundaries at the time of dat","2026-04-07T19:14:48.000Z",1532,"Demographics"
"wgr2-8nr5","2025 CCSD By-election Cumulative Results for wards 4&7","chart","Final results of the 2025 CCSD By-election. Results for Separate School Board Trustee broken down by ward and voting station for Election Day. Advance Vote and care facilities/shelter votes are cumula","2025-03-21T15:23:18.000Z",1532,"Government"
"7mc8-zqjc","Riparian Areas - Variable Width","dataset","Identifies variable width biophysical riparian areas along major rivers and streams in Calgary, as of 2012. Four separate riparian zones are delineated: Inner Riparian, Middle Riparian, Outer Riparian","2023-02-01T15:39:47.000Z",1532,"Environment"
"2tzz-grag","2024 Mid-Year Progress Report - Performance Measures","dataset","The City of Calgary's 2024 Mid-Year Progress Update provides an overview of our achievements and challenges during the first half of the year as we continue implementing the 2023-2026 Service Plans an","2026-05-04T20:50:17.000Z",1524,"Business and Economic Activity"
"dxy9-fuxx","Calgary Equity Index Demographics","chart","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics. 
The Calgary Equity Index is a decision-making tool designed to measure equity in Ca","2023-02-01T15:38:53.000Z",1522,"Demographics"
"x5fq-4wz6","Census Districts (effective October 16, 2017)","map","The City is divided into small areas, which are called Census Districts. The average Census District is between 400 and 600 dwelling units, however, some size differences occur, particularly in growin","2026-04-07T17:25:52.000Z",1520,"Government"
"e6xg-kaxf","Communities by Sector","map","The set of community points. Each point identifies the centroid of the community it is located in.","2026-02-19T21:56:56.000Z",1517,"Base Maps"
"pqfd-saqa","Police Zones","map","Zones are smaller sub areas located within Police Districts. Zones are then broken down into geocode areas. Zones may be used for crime analysis.","2025-06-01T22:52:08.000Z",1507,"Health and Safety"
"iy5g-c24u","Calgary Emergency Shelters Occupancy Data Lens","story","","2023-08-16T21:01:56.493Z",1506,NA
"p7ka-hqjn","Shelter Utilization (Capacity and Usage)","chart","This is a dataset of Calgary area emergency shelter occupancy. It is sourced from the provincial open data source provided by Community and Social Services, and content is limited to Calgary-area shel","2026-05-01T22:30:28.000Z",1500,"Services and Amenities"
"d52q-zsxs","Calgary Language Community Map","map","","2023-02-01T15:39:50.000Z",1495,NA
"pzc6-z5uz","Collection System Levels and Flows","dataset","This is data collected from the sanitary sewer system by area velocity type open channel flow meters.
*QAQC'd data that has been finalized is tagged as '1' under the Edited column.*
(CSV file download","2024-04-24T15:52:23.000Z",1495,"Services and Amenities"
"n52m-2ku5","Central Business District Cordon Count 2012","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on ho","2023-02-01T15:39:31.000Z",1495,"Transportation/Transit"
"4v8s-3kss","Snow and Ice Clearing Priority Routes","dataset","Snow clearing for Priority 1 (major roads such as Crowchild Trail, Glenmore Trail, Memorial Drive, 16 Avenue) and Priority 2 routes (collector roads, major community access roads, bus routes etc.)
Pri","2026-05-01T20:33:47.000Z",1492,"Health and Safety"
"5tyb-x8qg","Short term rentals in Communities","map","This dataset shows all licenced Short Term Rental locations in the City of Calgary and its status. Data is provided weekly by The City of Calgary.","2026-05-24T10:51:00.000Z",1490,"Business and Economic Activity"
"fn2v-46sf","Development Permit Public Notices Data Lens","story","The Development Permit Public Notices data set consists of development permits which have been made public. The City of Calgary is required by law to publish Development Permit information for two wee","2023-08-16T21:08:02.923Z",1486,NA
"2icx-iwek","Suburban Residential Growth (SRG) Online Land Supply","dataset","This dataset provides units, hectares, and estimated future population of existing suburban residential land supply that is in various stages of development. It includes information regarding the plan","2026-05-07T14:32:56.000Z",1486,"Services and Amenities"
"syky-bjvh","Map of Corporate Structures","map","The Corporate Structures List (CSL) is a geospatial dataset designed to help users explore The City of Calgary's assets. The CSL contains essential information about structures owned, managed, leased,","2026-05-23T21:00:32.000Z",1484,"Government"
"9hbw-zj92","School Parking Zones","dataset","Locations of the Calgary Parking Authority School Parking Zones.","2026-05-01T13:05:12.000Z",1481,"Transportation/Transit"
"hvhm-v5dn","Airport Vicinity Protection Area","dataset","Airport Vicinity Protection Area (AVPA) boundary is a development constraint for properties that are within the boundary. In August 2021, changes were approved to the AVPA through a Ministerial Order.","2023-02-01T15:38:51.000Z",1478,"Business and Economic Activity"
"kc7y-cs4i","Alcohol in the Park Seating","dataset","Locations for the 2022 Alcohol in the Park Project for the public web map. 
See <a href=""https://www.calgary.ca/csps/parks/programs/alcohol-in-parks.html"">Alcohol in Parks</a> for more information.","2026-05-24T02:30:24.000Z",1474,"Services and Amenities"
"vxbk-4cwe","Census By Ward 2000","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T17:23:04.000Z",1464,"Demographics"
"g2mp-fupf","Parks Hard Surface Areas","map","Includes parking lots, picnic areas, compounds, access roads, and decorative brick areas maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-21T14:20:59.000Z",1464,"Recreation and Culture"
"j2r5-38ys","Playground Zones","map","This dataset identifies all active playground zones in the City of Calgary.","2026-05-01T09:32:43.000Z",1463,"Health and Safety"
"7pez-dhxh","Corporate Structures","dataset","The Corporate Structures List (CSL) is a geospatial dataset designed to help users explore The City of Calgary's assets. The CSL contains essential information about structures owned, managed, leased,","2026-05-23T21:00:32.000Z",1458,"Government"
"tbnt-vpik","Surface Water Quality Sonde Data - Monitoring Locations","map","This dataset is compiled from The City of Calgary’s in situ (in location) water quality monitoring program. In situ field measures are acquired from the deployment of unattended multi-parameter sondes","2026-05-01T18:10:35.000Z",1455,"Environment"
"4y6b-yvdc","Green Line Stations","dataset","Stations as depicted on the <a href=""https://www.calgary.ca/green-line/green-line-map.html"">Green Line Map.</a> 
Station locations approved by Council in 2017 June, but subject to change based on desi","2026-05-22T16:24:14.000Z",1452,"Transportation/Transit"
"idwr-zemx","Applications For Tenancy Change Report","map","","2026-05-24T13:10:29.000Z",1442,"Business and Economic Activity"
"8g4s-ug5f","Monthly Transit Operating Hours","chart","","2026-03-01T17:03:39.000Z",1438,"Transportation/Transit"
"bz9b-77jf","Solar Power Energy Utilization","chart","Energy consumption at City facilities. This raw data is subject to periodic adjustments and modifications.","2026-05-01T11:36:02.000Z",1432,"Environment"
"ii28-85m5","Central Business District Cordon Count 2023","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at ~ 30 locations around the CBD over a four week time period, collecting data on h","2023-12-04T15:51:12.000Z",1425,"Transportation/Transit"
"b5c5-rej2","Compensation Disclosure List 2020","filter","The City’s compensation disclosure list includes position titles and base salary ranges as approved by Council in 2020.

For more information see http://www.calgary.ca/CA/cmo/Pages/Compensationdiscl","2025-06-18T14:02:32.000Z",1425,"Government"
"mrbn-65ea","Community Services Map","map","In this model amenities are classified under the following headings: Attractions, Community Centre, Court, Defibrillator, Health Clinic, Hospital, Internet Access, Library,  Skate Parks, Social Dev Ct","2026-05-19T21:06:45.000Z",1424,"Services and Amenities"
"yi6d-a7q5","Policy Plan Boundaries","dataset","A policy plan boundary defines the area that is covered by a policy plan document. This includes Area Redevelopment Plans (ARP), Area Structure Plans (ASP), Community Plans, Regional Policy Plans, Reg","2026-05-01T06:36:12.000Z",1416,"Government"
"yfq8-sn8e","Voting Stations -2025","dataset","Voting station locations, valid for the 2025 General Election.","2026-04-08T15:52:49.000Z",1415,NA
"t2zu-59kf","2016 Census of Canada - Top 5 Languages spoken most often at home by Ward","dataset","This is Statistics Canada collected census data for 2016. The data refers only to the population in private households. Residents of collective dwellings (dwellings of a commercial, institutional or c","2023-02-01T15:38:53.000Z",1414,"Demographics"
"bvb5-ntsh","Census By Ward 2017","map","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-07T16:38:41.000Z",1412,"Demographics"
"ns4k-q38k","Playground equipment map","map","Playground equipment maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-22T17:32:07.000Z",1411,"Recreation and Culture"
"4j3a-tqdp","mdp","map","Calgary city limits","2026-05-01T06:02:05.000Z",1411,"Base Maps"
"dvig-zn6d","Civic Census by Ward","filter","Ward-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy. Ward boundaries can change over time. These results are based on the ward boundaries at the time of data","2026-04-07T17:50:10.000Z",1408,"Demographics"
"8rfi-nymv","1:50 Flood Map (2% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T17:34:00.000Z",1406,"Environment"
"2bak-dk2r","Calgary.ca Web Analytics Past 30 Days","dataset","The top 250 City of Calgary web pages based on visits over the past 30 days.","2026-05-24T07:00:12.000Z",1405,"Help and Information"
"uj4k-cdzk","Parks Buildings","dataset","This dataset identifies selected building footprints located on lands under Calgary Parks Stewardship.","2026-05-05T15:06:30.000Z",1399,"Government"
"qseb-xcrr","Municipal Development Plan Primary Transit Network Points","dataset","Municipal Development Plan Map 2.
The geospatial information included in the Primary Transportation Network (PTN) map is intended for visualization at a citywide scale. The map provides both direct an","2023-10-31T20:52:31.000Z",1398,"Transportation/Transit"
"ce2e-dmnv","Assessments By Community Data Lens","story","","2023-08-02T17:28:54.532Z",1397,NA
"maew-f6tk","Lanelines","dataset","This dataset was created for visually locating lanelines.","2026-05-22T20:30:34.000Z",1392,"Health and Safety"
"kmts-cfkc","Tracks - LRT Centre Line","map","The centre line depiction for railway tracks used by the Calgary Transit LRT system (Light Rail Transit)","2026-05-01T18:14:12.000Z",1389,"Transportation/Transit"
"8gpx-dyin","Calgary Equity Index - Population","map","The Calgary Equity Index Overlay Statistics are derived from Citizen Satisfaction surveys and census demographics.
The Calgary Equity Index is a decision-making tool designed to measure equity in Cal","2023-02-01T15:38:56.000Z",1385,"Demographics"
"i9mt-qafb","Impervious Surface 2018","dataset","The impervious surface layer contains polygon features generated from Digital Aerial Survey mapping line work. The layer features represent the various impervious surface types found within The City o","2026-05-20T13:54:04.000Z",1380,"Environment"
"3u3x-hrc7","Plus 15","dataset","This dataset shows the plus fifteen walkways located in downtown Calgary","2026-05-07T14:50:49.000Z",1376,"Transportation/Transit"
"cd4k-d8nb","Other QoL Indicators","dataset","This dataset contains information on yearly updates for driving alone to work, accessibility to transit, access to daily needs & services, community belonging, greenhouse gas emissions, river withdraw","2023-02-01T15:39:19.000Z",1372,"Government"
"2i2v-2r6r","Green Cart Waste Composition 2020","dataset","Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design. ","2025-12-22T15:57:09.000Z",1368,"Help and Information"
"da6k-wpxb","Parks Sport Equipment","dataset","Identifies the types of Playground Equipment maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.","2026-05-21T14:10:23.000Z",1366,"Recreation and Culture"
"w2si-dd5s","Jobs by Area","chart","This dataset contains the job opportunities with The City of Calgary. City of Calgary employees operate the facilities, deliver the services and run the programs that support our city. Our corporate v","2026-05-23T21:05:05.000Z",1359,"Government"
"6eun-p5zf","Pathways Connector Data","dataset","The Calgary pathways connectors are additional line segments that connect the pathway segment layer to make it a network. For example, bridge decks, boardwalks, or road crossings.The map is also avail","2026-05-22T18:07:55.000Z",1357,"Recreation and Culture"
"kbtk-epus","Traffic Control Signals in Communities","map","This dataset contains the locations of traffic signals that are maintained by the City of Calgary. For more information, see http://www.calgary.ca/Transportation/Roads/Pages/Traffic/Traffic-signals-an","2026-05-24T11:00:38.000Z",1355,"Health and Safety"
"kcw4-frzr","2022 Traffic Volume Flow Map","map","Average Daily Weekday Traffic (ADWT) is the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The number on this map represents two-way totals.
V","2024-06-17T20:51:31.000Z",1352,"Transportation/Transit"
"h5nx-7iyn","Transit Peace Officer Calls","dataset","This dataset contains transit peace officer calls starting in 2014. This includes the date of the call (Year, Month, Day), the Call Source, and the Call Category.","2023-02-01T15:39:06.000Z",1349,"Government"
"f7pv-bi7j","Fair Entry Program Applicants History","chart","Fair Entry is an application process for City subsidized programs and services. This process assesses an applicant’s income eligibility and Calgary residency in order for low-income Calgarians to acce","2026-05-24T03:04:49.000Z",1342,"Services and Amenities"
"eq3z-grfe","Residential Cart Waste Volumes bar graph","chart","Annual Waste Volumes provides the number of tonnes of material managed at City of Calgary landfills, through the residential Black (garbage), Blue (recyclables), and Green (food and yard waste) Cart p","2026-05-13T22:20:41.000Z",1342,"Help and Information"
"rdu6-bhys","Central Business District Cordon Count 2017 Data Lens","story","<div>Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data ","2023-08-16T20:52:32.258Z",1339,NA
"hh57-r3mr","Parks Monuments","dataset","Monuments maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-21T14:10:26.000Z",1334,"Recreation and Culture"
"k7ky-3bh5","Education Performance","href","This is information pertaining to education performance made available by the Government of Alberta . These are publications and powerpoints on topics relating to education performance throughout the ","2023-02-01T15:39:24.000Z",1334,"Government"
"97dx-rvjp","Parks Signage","dataset","This dataset provides information about the signs associated with the usage, regulation and information about Calgary Parks' assets.","2026-05-22T22:01:09.000Z",1330,"Help and Information"
"fwyk-8pth","Parks Wayfinder Garbage and Recycle","dataset","Identifies the types of garbage and recycling containers maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-22T12:01:52.000Z",1328,"Recreation and Culture"
"vd9i-m9ze","Parks Site Elements","dataset","Provides detailed information about the lands and/or locations where Calgary Parks is steward and/or does maintenance work.","2026-05-04T21:25:53.000Z",1327,"Recreation and Culture"
"s5g9-8sgf","Primary Natural Gas Usage","chart","Energy consumption at City facilities. This raw data is subject to periodic adjustments and modifications.","2026-05-01T11:36:02.000Z",1323,"Environment"
"ic67-rkd7","Tracks - LRT","dataset","The set of railway tracks used by the Calgary Transit LRT system (Light Rail Transit)","2026-05-07T14:47:29.000Z",1321,"Transportation/Transit"
"9k95-2tw9","Source Watershed Vulnerability","map","Relative vulnerability ratings of areas in Calgary's source watersheds. For more information, visit: http://www.calgary.ca/UEP/Water/Pages/Watersheds-and-rivers/Souce-Water-Protection.aspx
   
If a ","2026-01-12T17:40:30.000Z",1314,"Environment"
"2qe4-z538","Healthy Rivers Sub Watersheds map","map","The polygons delineate the boundaries of each of the major sub-watersheds within City of Calgary boundaries. These include Bow River Direct, Elbow River, Fish Creek, Nose Creek, Pine Creek and Shepard","2023-02-01T15:39:47.000Z",1311,"Environment"
"23v4-dh33","Types of Traffic Control Signals","chart","","2026-05-24T11:00:38.000Z",1308,"Health and Safety"
"g4gb-t7bt","Business Improvement Areas","dataset","Detailed polygons outlining the Business Improvement Areas (formerly Business Revitalization Zones) in Calgary. The mission of a BIA is to:
•	Improve, beautify, and maintain property in the business i","2026-05-01T13:32:11.000Z",1307,"Business and Economic Activity"
"3pe6-xec5","311 Service Requests by Community","map","Public Service Requests submitted via 311 from 2012 to present. 

For more information on 311 Calgary, or to submit a request, visit http://www.calgary.ca/CFOD/CSC/Pages/311.aspx","2026-05-23T17:01:11.000Z",1307,"Services and Amenities"
"v4hm-rinm","Forward Sortation Area Map 2016","map","The Forward Sortation Area Boundary File depicts the boundaries of forward sortation areas (FSAs) derived from postal codes captured from federal census questionnaires. This is based on census dissemi","2023-02-01T15:39:54.000Z",1304,"Base Maps"
"8wgh-srzu","Parks Bollards","dataset","Bollards are short, vertical posts designed to obscure passageways or direct traffic flow.","2026-05-21T14:10:47.000Z",1302,"Recreation and Culture"
"ybq3-xndi","Unemployment Statistics","chart","","2026-05-22T10:00:22.000Z",1300,"Business and Economic Activity"
"xkj3-r8v4","311 Customer Satisfaction Survey","dataset","This dataset contains responses for satisfaction with key elements of call experience including overall experience with 311 staff and  satisfaction that staff provided accurate information are include","2026-01-28T18:06:54.000Z",1298,"Government"
"qsgw-smtc","2025 CCSD By-election Cumulative Results for wards 11&12","chart","Final results for the 2025 CCSD By-election. Election Day results are broken down into station-by-station results for each candidate. Advance Vote and Care Facilities/Shelter results are compiled into","2026-04-01T18:38:11.000Z",1289,"Government"
"fn5e-dzq9","Water Annual River Withdrawals","dataset","Total annual river withdrawals is the total volume of water withdrawn from the Bow and Elbow rivers measured in megalitres (ML).","2024-05-29T16:24:10.000Z",1289,"Government"
"icm7-bsyz","Historical Civic Census (1968-1997)","dataset","The City of Calgary has been conducting the annual civic census for over fifty years. This dataset provides the counts of residents and dwelling units including by structure type broken out into commu","2026-05-06T16:42:50.000Z",1284,"Demographics"
"jvt3-fp58","Tracks - Non- LRT","map","The set of railway tracks owned by parties external to The City (i.e. CP, CN) that run through the City of Calgary. This specifically does not include the LRT tracks.","2026-05-20T13:48:58.000Z",1282,"Transportation/Transit"
"d8k6-ide9","Census by Community 2017","dataset","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender di","2026-04-06T16:20:20.000Z",1281,"Demographics"
"qzsa-aeqp","Residential Parking Zones Polygons","dataset","Some communities in Calgary require a residential parking permit. The Calgary Parking Authority issues residential parking permits and enforces their restrictions, but the City of Calgary establishes ","2026-05-01T10:35:15.000Z",1281,"Transportation/Transit"
"nbvc-tcpa","Annual Building Permit Values","chart","Building permit applications made to The City of Calgary's Planning & Development department. Visit the Calgary.ca <a href=""http://www.calgary.ca/PDA/pd/Pages/Permits/Building-permits/Building-permit-","2026-05-23T19:03:30.000Z",1279,"Business and Economic Activity"
"fyid-twcw","Riparian Management Zones","dataset","Depicts recommended riparian area management category zones along the major rivers and streams of Calgary. These categories are meant to guide land use planning, park management, and river engineering","2023-02-01T15:39:47.000Z",1274,"Environment"
"qspr-4is2","Calgary.ca Web Analytics Yesterday","dataset","The top 50 City of Calgary web pages based on visits yesterday.","2026-05-23T07:00:42.000Z",1271,"Help and Information"
"iwfx-pwgz","Public Water Service Lines Data Lens","story","","2023-08-16T20:35:40.080Z",1269,NA
"w8v8-fsns","Landfill Setbacks","dataset","These maps provide landfill setback information as defined under the Municipal Government Act (MGA) Subdivision and Development Regulation (SDR) Landfill Setback (Section 13) from a City of Calgary La","2023-02-01T15:39:35.000Z",1265,"Environment"
"5fk8-xqeu","Hydrology - Line","dataset","The location of the boundary between freehold or private land and the rivers.","2026-05-20T13:55:30.000Z",1265,"Environment"
"jr6n-wr8p","311 Call Centre Data - Daily View","filter","","2025-01-14T17:59:27.000Z",1261,"Government"
"twfe-ukxx","Historic City Limits","dataset","The boundaries of Calgary from 1884-present. <a href=""https://data.calgary.ca/d/7t9h-2z9s"">Click here to see just the current city limits.</a>","2023-02-01T15:38:53.000Z",1259,"Base Maps"
"kzes-azi9","Land Use Redesignation Applications by Year","chart","Applications for land use redesignations, outline plans and road closures in Calgary. For more information on the land use redesignation process, visit <a href=""https://www.calgary.ca/PDA/pd/Pages/Res","2026-05-23T21:05:34.000Z",1258,"Business and Economic Activity"
"smdf-sxph","Single family home ownership by Community","chart","Community-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy, categorized by dwelling structure type. Community boundaries can change over time. These results ar","2026-04-08T16:58:42.000Z",1258,"Demographics"
"3czr-ayx6","Daily average fine particulate matter concentration","chart","This dataset is collected by the Calgary Region Airshed Zone (CRAZ) and submitted to Alberta Environment and Parks (AEP). AEP provides access to air quality data at its air quality stations. The near ","2026-05-24T04:32:29.000Z",1254,"Environment"
"yjnf-d4r8","Healthy Rivers Sub Watersheds","dataset","The polygons delineate the boundaries of each of the major sub-watersheds within City of Calgary boundaries. These include Bow River Direct, Elbow River, Fish Creek, Nose Creek, Pine Creek and Shepard","2023-02-01T15:39:46.000Z",1253,"Environment"
"ay64-zr5r","Green Line","map","Stations as depicted on the <a href=""https://www.calgary.ca/green-line/green-line-map.html"">Green Line Map.</a> 
Station locations approved by Council in 2017 June, but subject to change based on des","2026-05-22T16:37:42.000Z",1237,"Transportation/Transit"
"usjx-kn8w","Adaptive Roadways","dataset","To help provide Calgarians with the space needed to walk, run, skateboard and cycle, The City of Calgary has implemented an Adaptive Roadways Program (ARP). Under the program, road lanes are closed to","2023-02-01T15:39:27.000Z",1235,"Transportation/Transit"
"xwq2-js5v","Parks Sport Grouping Areas","dataset","Sport grouping areas includes ball diamonds and turf playfields maintained by one of the following: Calgary Parks, Recreation, lands under Calgary Park’s stewardship, Calgary Board of Education, or th","2026-05-21T14:20:05.000Z",1230,"Recreation and Culture"
"xywe-d5rg","Major Road Network- CTP Class","map","A digital graphical representation of major roads within Calgary.","2026-05-21T14:08:04.000Z",1223,"Transportation/Transit"
"u2zq-hjgc","2024 Traffic Volume Flow Map","map","Average Daily Weekday Traffic (ADWT) is the average number of vehicles in 24 hours adjusted for seasonal variation to represent the average weekday. The number on this map represents two-way totals.
V","2025-08-06T14:33:01.000Z",1221,NA
"9phu-xb4j","Watershed Monitoring Program Summary","story","<div>Counts of data points for sites, parameters, and years.<br></div>","2023-08-16T20:53:36.246Z",1220,NA
"yqm7-vj8i","Dangerous Goods Truck Routes","dataset","A digital graphical representation of truck routes within Calgary.","2026-05-01T19:39:57.000Z",1219,"Transportation/Transit"
"rmnd-5f2f","Calgary Equity Index Matrix - Domain Filter","filter","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2025-02-28T21:14:00.000Z",1218,"Help and Information"
"uwis-xpm2","Bike and Pedestrian Counts Monitoring Locations","dataset","Daily bicycle and pedestrian counts are available from sensors set up on the Peace Bridge, cycle tracks and Stephen Avenue. Using an Eco-Counter machine, cyclists are detected using loops embedded in ","2023-02-01T15:39:31.000Z",1216,"Transportation/Transit"
"4nj8-53cq","Secondary Suites Approved Annually","chart","This dataset contains information about approved secondary suites in The City of Calgary. It can be viewed on an interactive map at http://secondarysuites.calgary.ca/","2026-05-22T11:36:26.000Z",1211,"Business and Economic Activity"
"3arc-89x4","Off-Street Parking Zones","map","This dataset captures the geographic locations of Off-Street Parking Zones that are owned or enforced by The City of Calgary. Data were collected by Calgary Parking Authority field checking, traffic s","2026-05-22T20:03:15.000Z",1205,"Transportation/Transit"
"4c3g-8je3","Forecast Population and Jobs by Transportation Zone 2015 - 2076","dataset","This dataset contains a forecast of the total population and jobs in each transportation zone from 2014 to 2076.  This forecast series is a backcast scenario to achieve growth targets identified in th","2026-05-06T15:06:31.000Z",1201,"Transportation/Transit"
"fa5w-rkbq","Construction and Demolition Garbage Composition","filter","This dataset is for 127 construction and demolition waste loads delivered to the Spyhill and East Calgary Waste Management Facilities during four seasons in 2019.  These loads are from both commercial","2025-02-28T21:13:56.000Z",1190,"Help and Information"
"ivif-w2jr","1:500 Flood Map (0.2% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:39:09.000Z",1189,"Environment"
"idgy-87np","Playground Fall Surface","map","Describes the types of Playground (PG) Equipment Fall Surfaces, maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.","2026-05-21T14:20:28.000Z",1184,"Recreation and Culture"
"uakx-msi7","Parks Seating Map","map","Identifies the types of Seating maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.  Seating types include parks and memorial benches, picnic tables, bleachers, and games ","2026-05-21T14:11:32.000Z",1177,"Recreation and Culture"
"frfp-tka5","2016 Census of Canada - Immigrant Admission Category","dataset","This is Statistics Canada collected census data for 2016. The data refers only to the population in private households. Residents of collective dwellings (dwellings of a commercial, institutional or c","2023-02-01T15:38:53.000Z",1176,"Demographics"
"s7ju-4q2v","Central Business District Cordon Count 2022","dataset","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at ~ 30 locations around the CBD over a four week time period, collecting data on h","2023-02-01T15:39:22.000Z",1165,"Transportation/Transit"
"g9nd-fuwf","Historic City Annexation","dataset","For more information on annexation, visit the <a href=""http://www.calgary.ca/PDA/pd/Pages/Planning-and-development-resource-library/Publications.aspx"">Planning and Development Resource Library</a> or ","2024-04-11T20:33:08.000Z",1164,"Base Maps"
"d6us-rmnf","Fire Emergency Response Calls Daily","dataset","This dataset contains daily count of emergencies responded.","2023-02-01T15:38:51.000Z",1156,"Government"
"hktr-86wa","1:20 Flood Map (5% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T20:28:39.000Z",1151,"Environment"
"vsrz-etmy","Recreation Registered Programs","dataset","This dataset contains recreation program-level data","2026-05-12T19:02:02.000Z",1148,"Government"
"tbbz-5qpt","Interprovincial and Intraprovincial Migration to Calgary (2016 boundaries)","dataset","Interprovincial and intraprovincial migrants, by census metropolitan area and census agglomeration of origin and destination, 2016 boundaries.","2024-06-24T19:55:45.000Z",1144,"Government"
"4j69-zr5q","CMHC Builder's Report - Multi Family - Community Detail","filter","","2026-05-23T19:03:30.000Z",1141,"Business and Economic Activity"
"83ga-sdh2","Traffic Signal Signs","dataset","This dataset identifies the various traffic signs installed at traffic signals.","2026-05-02T00:02:53.000Z",1138,"Health and Safety"
"t4he-4dxb","Social Disorder Statistics Trend Chart - By Category Level 1","chart","Social disorder data is provided monthly by Corporate Security and covers physical security operations within nine-block radius of City Hall and the Municipal Complex. Data reflects incidents and acti","2026-05-01T21:00:26.000Z",1136,"Health and Safety"
"525m-qs7w","Applications for Tenancy Change Report","filter","","2026-05-24T13:10:29.000Z",1131,"Business and Economic Activity"
"pjpq-dyf4","Central Business District Cordon Count Data Lens 2016","story","<div>Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data ","2023-08-16T20:58:05.727Z",1130,NA
"e2ak-u5n7","Parks Turf","dataset","Identifies the Turf elements (polygons) maintained by Calgary Parks or located on lands under Calgary Parks Stewardship.","2026-05-22T17:07:03.000Z",1129,"Recreation and Culture"
"hy8d-xjzc","Parks Sport Grouping Areas","map","Sport grouping areas includes ball diamonds and turf playfields maintained by one of the following: Calgary Parks, Recreation, lands under Calgary Park’s stewardship, Calgary Board of Education, or th","2026-05-21T14:20:05.000Z",1126,"Recreation and Culture"
"gc28-8znr","1:1000 Flood Map (0.1% chance of occurring in any year)","dataset","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-12T16:41:11.000Z",1125,"Environment"
"vr9r-mchr","Parks Sport Surfaces","dataset","Identifies the Sport Surfaces including ball diamond infields, outfields, and turf playfields maintained by Calgary Parks or located on lands under Calgary Parks Stewardship as well as those located o","2026-05-21T14:19:47.000Z",1124,"Recreation and Culture"
"g7uw-33zb","Short term rentals by Ward","map","This dataset shows all licenced Short Term Rental locations in the City of Calgary and its status. Data is provided weekly by The City of Calgary.","2026-05-24T10:51:00.000Z",1118,"Business and Economic Activity"
"bkcv-t6fj","Crosswalk Locations","map","Visually locate crosswalks.","2026-05-22T20:30:51.000Z",1117,"Health and Safety"
"65h7-2au2","1:1000 Flood Map (0.1% chance of occurring in any year)","map","(Note: Updated inundation maps for 1:2 to 1:1000 floods are available from Alberta Environment and Parks (2020). The new draft maps can be viewed here: https://floods.alberta.ca/?app_code=FI&mapType=D","2023-06-09T21:23:00.000Z",1116,"Environment"
